Sol,logS,logP,MP,InChI
-2.275614227810056,-2.332,2.51,-29.5,"InChI=1S/C8H10O/c1-2-9-8-6-4-3-5-7-8/h3-7H,2H2,1H3"
-8.899475960751166,-4.383,3.6,118.0,"InChI=1S/C17H12Cl2N2O/c18-14-7-5-12(6-8-14)17(22,13-9-20-11-21-10-13)15-3-1-2-4-16(15)19/h1-11,22H"
-8.211914049553501,-8.24,6.41,206.0,InChI=1S/C22H14/c1-2-8-16-14-22-20-12-6-4-10-18(20)17-9-3-5-11-19(17)21(22)13-15(16)7-1/h1-14H
-8.80549463770711,-4.114,2.78,72.0,"InChI=1S/C11H12NO4PS2/c1-15-17(18,16-2)19-7-12-10(13)8-5-3-4-6-9(8)11(12)14/h3-6H,7H2,1-2H3"
-4.513272270913914,0.28800000000000003,-0.43,60.2,InChI=1S/C3H6O3/c1-4-2-6-3-5-1/h1-3H2
2.324964796823111,-3.278,3.39,-129.7,"InChI=1S/C5H12/c1-3-5-4-2/h3-5H2,1-2H3"
-9.601475582445454,-2.682,2.34,138.0,"InChI=1S/C10H12N2O3S/c1-7(2)12-10(13)8-5-3-4-6-9(8)11-16(12,14)15/h3-7,11H,1-2H3"
-9.847325275336061,-1.499,1.13,99.0,"InChI=1S/C7H14N2O2S/c1-7(2,12-4)5-9-11-6(10)8-3/h5H,1-4H3,(H,8,10)"
-5.700024832773119,-0.81,1.68,-31.8,"InChI=1S/C6H12O2/c1-3-5(4-2)6(7)8/h5H,3-4H2,1-2H3,(H,7,8)"
-0.015445550079116185,-2.73048,2.73,-99.0,"InChI=1S/C5H11Cl/c1-2-3-4-5-6/h2-5H2,1H3"
-5.893857534614608,-1.515,1.83,72.5,"InChI=1S/C6H6ClN/c7-5-1-3-6(8)4-2-5/h1-4H,8H2"
-2.546055411337565,-2.12,2.52,-14.9,"InChI=1S/C6H6S/c7-6-4-2-1-3-5-6/h1-5,7H"
-5.68,-3.3,5.25,133.5,"InChI=1S/C14H10F3NO2/c15-14(16,17)9-4-3-5-10(8-9)18-12-7-2-1-6-11(12)13(19)20/h1-8,18H,(H,19,20)"
-7.481039006865963,1.008,0.28,-14.6,"InChI=1S/C5H6O2/c6-4-5-2-1-3-7-5/h1-3,6H,4H2"
-12.115544076281926,-2.073,1.7,187.0,"InChI=1S/C9H7N3S/c1-6-3-2-4-7-8(6)12-5-10-11-9(12)13-7/h2-5H,1H3"
-8.914458490511812,-4.77,2.8,178.0,"InChI=1S/C9H8Cl3NO2S/c10-9(11,12)16-13-7(14)5-3-1-2-4-6(5)8(13)15/h1-2,5-6H,3-4H2"
-8.033758150217812,-5.3839999999999995,4.13,93.0,"InChI=1S/C14H16ClO5PS/c1-4-17-21(22,18-5-2)20-10-6-7-11-9(3)13(15)14(16)19-12(11)8-10/h6-8H,4-5H2,1-3H3"
-1.2889646976844549,-3.008,3.48,-23.1175,"InChI=1S/C9H10/c1-8(2)9-6-4-3-5-7-9/h3-7H,1H2,2H3"
-8.897569093327084,-3.2089999999999996,2.2,39.0,"InChI=1S/C6H11N2O4PS3/c1-10-5-7-8(6(9)16-5)4-15-13(14,11-2)12-3/h4H2,1-3H3"
-11.126152292815236,-2.059,1.98,300.0,"InChI=1S/C10H14NO6P/c1-3-15-18(14,16-4-2)17-10-7-5-9(6-8-10)11(12)13/h5-8H,3-4H2,1-2H3"
-1.7665659513394032,-3.543,3.75,-7.0,InChI=1S/C6H4Br2/c7-5-2-1-3-6(8)4-5/h1-4H
-2.4049579239589485,-1.273,1.72,-98.93333333333334,"InChI=1S/C6H12O2/c1-4-5(2)8-6(3)7/h5H,4H2,1-3H3"
-7.033469981470652,-3.3569999999999998,3.43,94.0,InChI=1S/C13H9N/c1-2-5-11-10(4-1)7-8-13-12(11)6-3-9-14-13/h1-9H
-8.715190844695215,-4.232,3.43,155.0,"InChI=1S/C12H11Cl2NO/c1-4-12(2,3)15-11(16)8-5-9(13)7-10(14)6-8/h1,5-7H,2-3H3,(H,15,16)"
-9.407519924453084,-2.283,1.06,151.0,"InChI=1S/C6H3Cl2NO2/c7-3-1-2-4(8)9-5(3)6(10)11/h1-2H,(H,10,11)"
0.1610537571551253,-1.6340000000000001,2.13,-122.5,InChI=1S/C2H2Cl2/c1-2(3)4/h1H2
-2.8692801417229816,-3.028,3.31,-38.8,"InChI=1S/C10H15N/c1-3-11(4-2)10-8-6-5-7-9-10/h5-9H,3-4H2,1-2H3"
-7.8930585752837406,-3.872,3.45,21.0,"InChI=1S/C8H9ClNO5PS/c1-13-16(17,14-2)15-6-3-4-8(10(11)12)7(9)5-6/h3-5H,1-2H3"
-7.527893463571986,-5.693,4.8,90.0,"InChI=1S/C15H18Cl2N2O3/c1-8(2)21-12-7-11(9(16)6-10(12)17)19-14(20)22-13(18-19)15(3,4)5/h6-8H,1-5H3"
-4.260884746855025,1.2429999999999999,0.03,-88.2,"InChI=1S/C3H7N/c1-2-3-4/h2H,1,3-4H2"
1.98,-2.39,2.36,-187.6,"InChI=1S/C3H8/c1-3-2/h3H2,1-2H3"
-1.370538088383512,-1.446,1.81,-39.4,InChI=1S/C4H4S/c1-2-4-5-3-1/h1-4H
-3.4668106695407634,1.0070000000000001,0.03,-111.9425,"InChI=1S/C3H6O/c1-3-2-4-3/h3H,2H2,1H3"
-3.62,-3.41,3.83,-22.0,"InChI=1S/C10H21NOS/c1-4-7-8-11(6-3)10(12)13-9-5-2/h4-9H2,1-3H3"
-7.316775998762875,-4.5169999999999995,3.4,53.0,"InChI=1S/C12H16N3O3PS2/c1-3-17-19(20,18-4-2)21-9-15-12(16)10-7-5-6-8-11(10)13-14-15/h5-8H,3-4,9H2,1-2H3"
-4.098392401360013,-4.755,4.48,-29.2,"InChI=1S/C9H21O2PS3/c1-6-10-12(13,11-7-2)15-8-14-9(3,4)5/h6-8H2,1-5H3"
-12.64,-0.966,-0.07,238.0,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3"
-9.942804851356179,-6.015,3.88,239.0,"InChI=1S/C14H9ClF2N2O2/c15-8-4-6-9(7-5-8)18-14(21)19-13(20)12-10(16)2-1-3-11(12)17/h1-7H,(H2,18,19,20,21)"
-2.462708765945439,-2.282,2.79,-93.5,"InChI=1S/C9H21N/c1-4-7-10(8-5-2)9-6-3/h4-9H2,1-3H3"
1.0061026170934797,-3.7725704235,4.583333333166667,-60.5,"InChI=1S/C10H16/c1-7-4-5-8-6-9(7)10(8,2)3/h4,8-9H,5-6H2,1-3H3"
-4.015579873228441,-4.39,2.93,133.0,"InChI=1S/C7H6ClNO3/c1-4-2-7(10)6(9(11)12)3-5(4)8/h2-3,10H,1H3"
-9.6234045578224,-0.067,0.46,86.5,"InChI=1S/C4H5NO2/c1-3-2-4(6)5-7-3/h2H,1H3,(H,5,6)"
-0.19557960352762105,-3.8819999999999997,4.57,-82.7,"InChI=1S/C10H14/c1-3-9(2)10-7-5-4-6-8-10/h4-9H,3H2,1-2H3"
-5.165965749214076,-1.936,2.67,58.0,"InChI=1S/C9H12O/c1-6-4-5-7(2)9(10)8(6)3/h4-5,10H,1-3H3"
-6.524740389434513,-1.344,1.43,-60.0,"InChI=1S/C4H7Cl2O4P/c1-8-11(7,9-2)10-3-4(5)6/h3H,1-2H3"
-3.0024884517767294,0.185,0.74,-104.0,"InChI=1S/C4H11N/c1-3-4(2)5/h4H,3,5H2,1-2H3"
-18.17,-2.3698,-0.21,310.0,"InChI=1S/C4H3BrN2O2/c5-2-1-6-4(9)7-3(2)8/h1H,(H2,6,7,8,9)"
-7.399997141342468,-5.9910000000000005,4.58,117.0,"InChI=1S/C14H15N3/c1-17(2)14-10-8-13(9-11-14)16-15-12-6-4-3-5-7-12/h3-11H,1-2H3"
-6.3114482518235,-3.38,3.51,41.0,"InChI=1S/C10H12ClNO2/c1-7(2)14-10(13)12-9-5-3-4-8(11)6-9/h3-7H,1-2H3,(H,12,13)"
-4.623967501468242,-5.037333295333333,5.5,86.0,"InChI=1S/C19H23N3/c1-14-6-8-18(16(3)10-14)20-12-22(5)13-21-19-9-7-15(2)11-17(19)4/h6-13H,1-5H3/b20-12+,21-13+"
-8.394156093369363,-3.4160000000000004,2.7,71.0,"InChI=1S/C13H18O5S/c1-5-16-12-13(2,3)10-8-9(18-19(4,14)15)6-7-11(10)17-12/h6-8,12H,5H2,1-4H3"
-2.378778162392036,-3.616,3.3,80.2,InChI=1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H
-1.0896891888405111,-1.177,1.97,-63.6,InChI=1S/CHCl3/c2-1(3)4/h1H
-1.5,-1.0569732819,1.54,-105.9425,"InChI=1S/C3H8S/c1-3-4-2/h3H2,1-2H3"
-14.558513656163333,0.65,-0.85,88.0,"InChI=1S/C4H10NO3PS/c1-4(6)5-9(7,8-2)10-3/h1-3H3,(H,5,6,7)"
-5.06475329483697,1.055,-0.27,11.8,InChI=1S/C4H8O2/c1-2-6-4-3-5-1/h1-4H2
0.09442454792061952,-1.6159999999999999,2.06,48.5,"InChI=1S/C3H2ClF5O/c4-1(3(7,8)9)10-2(5)6/h1-2H"
-0.8960809722458449,-0.833,1.34,-85.55000000000003,InChI=1S/C4H4O/c1-2-4-5-3-1/h1-4H
-11.653673545206,-4.1110000000000015,3.8,135.5,"InChI=1S/C14H20N2O/c1-11-7-5-6-10-13(11)16-14(17)15-12-8-3-2-4-9-12/h2-4,8-9,11,13H,5-7,10H2,1H3,(H2,15,16,17)"
-9.49060486221667,-1.347,-0.57,141.0,"InChI=1S/C7H14N2O4S/c1-7(2,14(4,11)12)5-9-13-6(10)8-3/h5H,1-4H3,(H,8,10)/b9-5+"
-0.5405864024705066,-0.738,1.55,-135.0,InChI=1S/CHCl2F/c2-1(3)4/h1H
-0.7315163310010201,-2.798,3.15,-94.9375,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3"
-9.188774989947646,-3.924,3.09,96.0,"InChI=1S/C9H10BrClN2O2/c1-13(15-2)9(14)12-6-3-4-7(10)8(11)5-6/h3-5H,1-2H3,(H,12,14)"
-12.362408032557125,-5.5754,3.24,192.0,InChI=1S/C16H8Cl2FN5O/c17-9-1-4-14(12(18)5-9)24-15(25)11-6-10(19)2-3-13(11)22-16(24)23-8-20-7-21-23/h1-8H
-2.516271850198079,-2.5839999999999996,3.14,-7.5,"InChI=1S/C9H18O/c1-3-4-5-6-7-8-9(2)10/h3-8H2,1-2H3"
-1.4784246630789706,-5.7929999999999975,4.81,125.0,InChI=1S/C14H12/c1-3-7-13(8-4-1)11-12-14-9-5-2-6-10-14/h1-12H/b12-11+
-8.023815198649382,-3.8339999999999996,4.62,40.0,"InChI=1S/C16H14Cl2O4/c1-10(16(19)20-2)21-12-4-6-13(7-5-12)22-15-8-3-11(17)9-14(15)18/h3-10H,1-2H3"
-3.9583738505059727,-0.147,0.45,-41.6,"InChI=1S/C3H5ClO/c4-1-3-2-5-3/h3H,1-2H2"
-7.266652626472712,-5.934,4.48,85.0,"InChI=1S/C14H9Cl2NO5/c1-21-14(18)10-7-9(3-4-12(10)17(19)20)22-13-5-2-8(15)6-11(13)16/h2-7H,1H3"
-6.7594258916668295,-3.964,3.4,3.3,"InChI=1S/C12H16ClNOS/c1-3-14(4-2)12(15)16-9-10-5-7-11(13)8-6-10/h5-8H,3-4,9H2,1-2H3"
-6.78,-5.2040287077142855,5.12,230.5,"InChI=1S/C15H15NO2/c1-10-6-5-9-13(11(10)2)16-14-8-4-3-7-12(14)15(17)18/h3-9,16H,1-2H3,(H,17,18)"
-15.224146591984056,-3.365,2.29,130.0,"InChI=1S/C16H13F2N3O/c17-13-7-5-12(6-8-13)16(22,9-21-11-19-10-20-21)14-3-1-2-4-15(14)18/h1-8,10-11,22H,9H2"
-6.021045686392164,-0.4154,0.46,79.0,InChI=1S/C6H4N2/c7-5-6-1-3-8-4-2-6/h1-4H
-3.2825255534848115,-1.713,2.82,-76.0,"InChI=1S/C8H19N/c1-3-5-6-8(4-2)7-9/h8H,3-7,9H2,1-2H3"
-2.7785401550528936,-0.833,1.29,-85.8,"InChI=1S/C5H10O2/c1-3-4-5(6)7-2/h3-4H2,1-2H3"
-5.521868933437434,-4.226,4.02,-25.0,"InChI=1S/C8H19O2PS3/c1-4-9-11(12,10-5-2)14-8-7-13-6-3/h4-8H2,1-3H3"
-7.8351715284812435,-2.1430000000000002,2.37,108.7,"InChI=1S/C8H8O2/c1-6-3-2-4-7(5-6)8(9)10/h2-5H,1H3,(H,9,10)"
-8.396880189689478,-5.025,4.04,81.5,"InChI=1S/C12H9ClN2O3/c13-11-10(18-8-4-2-1-3-5-8)7-6-9(12(11)14)15(16)17/h1-7H,14H2"
-7.31173642057066,-2.1390000000000002,2.09,79.5,"InChI=1S/C10H13NO2/c1-7-4-5-9(6-8(7)2)13-10(12)11-3/h4-6H,1-3H3,(H,11,12)"
-14.065997041486082,-3.9530000000000003,4.26,177.5,"InChI=1S/C13H10Cl2O2/c14-10-1-3-12(16)8(6-10)5-9-7-11(15)2-4-13(9)17/h1-4,6-7,16-17H,5H2"
-0.6680741102520069,-1.9709999999999999,2.13,-13.0,InChI=1S/C6H4F2/c7-5-1-2-6(8)4-3-5/h1-4H
-2.502330470868495,-3.971,4.0,-2.5,InChI=1S/C10H7Cl/c11-10-7-3-5-8-4-1-2-6-9(8)10/h1-7H
0.08657737903019548,-2.2880000000000003,2.83,-22.996875,"InChI=1S/CCl4/c2-1(3,4)5"
-2.9155897791649803,-4.734,4.12,86.5,InChI=1S/C12H8O/c1-3-7-11-9(5-1)10-6-2-4-8-12(10)13-11/h1-8H
-12.321077143634794,-0.331,0.51,77.0,"InChI=1S/C4H8Cl3O4P/c1-10-12(9,11-2)3(8)4(5,6)7/h3,8H,1-2H3"
-19.631053413854197,-3.534,2.18,187.0,"InChI=1S/C16H18N4O7S/c1-25-12-8-13(26-2)18-15(17-12)19-16(22)20-28(23,24)9-10-6-4-5-7-11(10)14(21)27-3/h4-8H,9H2,1-3H3,(H2,17,18,19,20,22)"
-10.573705559095401,-0.205,-1.5,154.5,"InChI=1S/C6H12N2O3/c1-8(2)7-5(9)3-4-6(10)11/h3-4H2,1-2H3,(H,7,9)(H,10,11)"
-6.643477553487964,-6.8969503195,4.9,160.0,"InChI=1S/C19H11F5N2O2/c20-12-6-7-16(15(21)10-12)26-17(27)14-5-2-8-25-18(14)28-13-4-1-3-11(9-13)19(22,23)24/h1-10H,(H,26,27)"
-9.600658353549418,-4.532,3.7,104.5,"InChI=1S/C17H16F3NO2/c1-11(2)23-13-7-5-6-12(10-13)21-16(22)14-8-3-4-9-15(14)17(18,19)20/h3-11H,1-2H3,(H,21,22)"
-2.458383617695974,-1.754,2.39,-43.8,InChI=1S/C2H2Cl4/c3-1(4)2(5)6/h1-2H
-8.421348999812816,-2.11,2.48,128.0,"InChI=1S/C7H7NO3/c1-5-4-6(9)2-3-7(5)8(10)11/h2-4,9H,1H3"
-4.436997573950623,-4.454,3.82,68.25,InChI=1S/C12H10N2/c1-3-7-11(8-4-1)13-14-12-9-5-2-6-10-12/h1-10H
-5.079067076602326,-0.938,1.78,-42.0,"InChI=1S/C7H16FO2P/c1-6(7(2,3)4)10-11(5,8)9/h6H,1-5H3"
-6.88,-3.0375,1.89,95.0,"InChI=1S/C8H7NO4/c1-13-8(10)6-2-4-7(5-3-6)9(11)12/h2-5H,1H3"
-7.984315802007678,-4.203,3.81,105.0,"InChI=1S/C11H21N5S/c1-6-17-11-15-9(12-7(2)3)14-10(16-11)13-8(4)5/h7-8H,6H2,1-5H3,(H2,12,13,14,15,16)"
-8.737528434520176,-3.708,3.9,65.0,"InChI=1S/C11H21N5S/c1-6-12-9-14-10(13-8(4)7(2)3)16-11(15-9)17-5/h7-8H,6H2,1-5H3,(H2,12,13,14,15,16)"
-1.7043203504247175,-3.452,3.49,-35.7,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2"
-5.630287966978109,1.193,-0.67,-26.4,"InChI=1S/C2H5FO/c3-1-2-4/h4H,1-2H2"
-14.83,-1.033,0.46,170.0,"InChI=1S/C8H9NO2/c1-6(10)9-7-2-4-8(11)5-3-7/h2-5,11H,1H3,(H,9,10)"
-12.556575270508954,-2.427,0.77,120.0,"InChI=1S/C12H13NO4S/c1-9-11(18(15,16)8-7-17-9)12(14)13-10-5-3-2-4-6-10/h2-6H,7-8H2,1H3,(H,13,14)"
-14.722231845002398,-0.506,0.61,106.0,"InChI=1S/C7H12O4/c8-6(9)4-2-1-3-5-7(10)11/h1-5H2,(H,8,9)(H,10,11)"
-0.7376747712310101,-2.0,2.37,-34.0,InChI=1S/C6H4F2/c7-5-3-1-2-4-6(5)8/h1-4H
-2.4313101670669917,-0.603,0.83,-92.9375,"InChI=1S/C4H8O2/c1-2-3-6-4-5/h4H,2-3H2,1H3"
-0.6110526347833174,-1.7009999999999998,2.1,-110.0,"InChI=1S/C3H7Br/c1-2-3-4/h2-3H2,1H3"
-8.72,-2.972,3.57,68.5,"InChI=1S/C11H14O3/c1-2-3-8-14-11(13)9-4-6-10(12)7-5-9/h4-7,12H,2-3,8H2,1H3"
-8.955592344945586,-2.885,1.18,121.5,InChI=1S/C6H3N3O6/c10-7(11)4-1-5(8(12)13)3-6(2-4)9(14)15/h1-3H
-4.916931483987802,-2.492,2.37,51.6,"InChI=1S/C7H7NO2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3"
-6.9897482355327645,-2.5810000000000004,2.23,99.0,"InChI=1S/C10H13NO2/c1-7-4-8(2)6-9(5-7)13-10(12)11-3/h4-6H,1-3H3,(H,11,12)"
-11.18363072516972,-7.28,4.56,222.5,"InChI=1S/C14H6Cl2F4N2O2/c15-5-4-8(12(20)10(16)11(5)19)21-14(24)22-13(23)9-6(17)2-1-3-7(9)18/h1-4H,(H2,21,22,23,24)"
-7.737648880221037,1.065,-0.64,-43.3,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2
-6.354897588129375,-1.517,2.14,52.5,"InChI=1S/C8H7N/c1-2-4-8-7(3-1)5-6-9-8/h1-6,9H"
-3.926365718744591,-4.9239999999999995,4.85,15.0,"InChI=1S/C13H24N3O3PS/c1-6-16(7-2)13-14-11(5)10-12(15-13)19-20(21,17-8-3)18-9-4/h10H,6-9H2,1-5H3"
-3.3202542875184395,-0.7979999999999999,1.21,-43.0,"InChI=1S/C5H10O3/c1-3-7-5(6)8-4-2/h3-4H2,1-2H3"
-7.6515081282166335,-2.221,2.85,95.0,"InChI=1S/C10H8O/c11-10-7-3-5-8-4-1-2-6-9(8)10/h1-7,11H"
-9.210703965324594,-0.8,-1.2,237.0,"InChI=1S/C5H6N2O2/c1-7-3-2-4(8)6-5(7)9/h2-3H,1H3,(H,6,8,9)"
0.7905432643549276,-3.515,4.0,-8.0,InChI=1S/C7H14/c1-2-4-6-7-5-3-1/h1-7H2
-8.596828859586108,-3.864,3.51,119.0,"InChI=1S/C10H19N5S/c1-6(2)11-8-13-9(12-7(3)4)15-10(14-8)16-5/h6-7H,1-5H3,(H2,11,12,13,14,15)"
-17.07734931856001,0.489,-1.64,153.0,"InChI=1S/C6H8O7/c7-3(8)1-6(13,5(11)12)2-4(9)10/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)"
0.6841267237672568,-2.0340000000000003,2.42,-145.9,"InChI=1S/C5H8/c1-4-5(2)3/h4H,1-2H2,3H3"
-4.508357691038247,-4.137,3.09,56.0,InChI=1S/C6H3Cl2NO2/c7-4-1-2-5(8)6(3-4)9(10)11/h1-3H
