SMILES,InChI,Sol,RB,MW
CCCl,"InChI=1S/C2H5Cl/c1-2-3/h2H2,1H3",-0.63,0,64.00797784
CCCCCOC(=O)CC,"InChI=1S/C8H16O2/c1-3-5-6-7-10-8(9)4-2/h3-7H2,1-2H3",-2.11,5,144.1150298
CCCCC(C)C,"InChI=1S/C7H16/c1-4-5-6-7(2)3/h7H,4-6H2,1-3H3",2.93,3,100.1252005
OCC(O)CO,"InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2",-13.43,2,92.04734412
C1CCCC1,InChI=1S/C5H10/c1-2-4-5-3-1/h1-5H2,1.2,0,70.07825032
COC(=O)C1CCCCC1,"InChI=1S/C8H14O2/c1-10-8(9)7-5-3-2-4-6-7/h7H,2-6H2,1H3",-3.3,1,142.0993797
CCCNCCC,"InChI=1S/C6H15N/c1-3-5-7-6-4-2/h7H,3-6H2,1-2H3",-3.65,4,101.1204495
CCCCCCN,"InChI=1S/C6H15N/c1-2-3-4-5-6-7/h2-7H2,1H3",-3.95,4,101.1204495
O=c1[nH]cc(I)c(=O)[nH]1,"InChI=1S/C4H3IN2O2/c5-2-1-6-4(9)7-3(2)8/h1H,(H2,6,7,8,9)",-18.72,0,237.9239253
CC(C)CBr,"InChI=1S/C4H9Br/c1-4(2)3-5/h4H,3H2,1-2H3",-0.03,1,135.9887624
c1ccc2ncccc2c1,InChI=1S/C9H7N/c1-2-6-9-8(4-1)5-3-7-10-9/h1-7H,-5.72,0,129.0578492
Nc1cccc(Cl)c1,"InChI=1S/C6H6ClN/c7-5-2-1-3-6(8)4-5/h1-4H,8H2",-5.82,0,127.0188769
CC(C)COC=O,"InChI=1S/C5H10O2/c1-5(2)3-7-4-6/h4-5H,3H2,1-2H3",-2.22,3,102.0680796
Cc1cccc(O)c1,"InChI=1S/C7H8O/c1-6-3-2-4-7(8)5-6/h2-5,8H,1H3",-5.49,0,108.0575149
C=CC(=C)C,"InChI=1S/C5H8/c1-4-5(2)3/h4H,1-2H2,3H3",0.68,1,68.06260026
CCc1ccc(O)cc1,"InChI=1S/C8H10O/c1-2-7-3-5-8(9)6-4-7/h3-6,9H,2H2,1H3",-6.13,1,122.0731649
CCCCC,"InChI=1S/C5H12/c1-3-5-4-2/h3-5H2,1-2H3",2.3,2,72.09390038
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,"InChI=1S/C12H21N2O3PS/c1-6-15-18(19,16-7-2)17-11-8-10(5)13-12(14-11)9(3)4/h8-9H,6-7H2,1-5H3",-6.48,7,304.1010502
Clc1cccc(Cl)c1Cl,InChI=1S/C6H3Cl3/c7-4-2-1-3-5(8)6(4)9/h1-3H,-1.24,0,179.9300331
c1ccccc1,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,-0.9,0,78.04695019
CCCC(=O)O,"InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)",-6.35,2,88.0524295
C=C[C@@](C)(CCC=C(C)C)OC(C)=O,"InChI=1S/C12H20O2/c1-6-12(5,14-11(4)13)9-7-8-10(2)3/h6,8H,1,7,9H2,2-5H3/t12-/m0/s1",-2.49,5,196.1463299
COS(C)(=O)=O,"InChI=1S/C2H6O3S/c1-5-6(2,3)4/h1-2H3",-4.87,1,110.0037651
CCCC(C)(C)C,"InChI=1S/C7H16/c1-5-6-7(2,3)4/h5-6H2,1-4H3",2.88,1,100.1252005
CCCCc1ccccc1,"InChI=1S/C10H14/c1-2-3-7-10-8-5-4-6-9-10/h4-6,8-9H,2-3,7H2,1H3",-0.4,3,134.1095504
CN1CCN(C)CC1,"InChI=1S/C6H14N2/c1-7-3-5-8(2)6-4-7/h3-6H2,1-2H3",-7.58,0,114.1156984
C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,"InChI=1S/C16H14O3/c1-11(16(18)19)13-8-5-9-14(10-13)15(17)12-6-3-2-4-7-12/h2-11H,1H3,(H,18,19)/t11-/m0/s1",-10.78,4,254.0942943
C1=CC=CCC=C1,"InChI=1S/C7H8/c1-2-4-6-7-5-3-1/h1-6H,7H2",-0.99,0,92.06260026
C=C(C)c1ccccc1,"InChI=1S/C9H10/c1-8(2)9-6-4-3-5-7-9/h3-7H,1H2,2H3",-1.24,1,118.0782503
O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,InChI=1S/C6Cl5NO2/c7-1-2(8)4(10)6(12(13)14)5(11)3(1)9,-5.22,1,292.8371666
CCCCCCCl,"InChI=1S/C6H13Cl/c1-2-3-4-5-6-7/h2-6H2,1H3",0,4,120.0705781
C=CCCC=C,"InChI=1S/C6H10/c1-3-5-6-4-2/h3-4H,1-2,5-6H2",1.01,3,82.07825032
C=CCCCCCC,"InChI=1S/C8H16/c1-3-5-7-8-6-4-2/h3H,1,4-8H2,2H3",1.92,5,112.1252005
Nc1ccccc1Cl,"InChI=1S/C6H6ClN/c7-5-3-1-2-4-6(5)8/h1-4H,8H2",-4.91,0,127.0188769
CBr,InChI=1S/CH3Br/c1-2/h1H3,-0.82,0,93.9418122
CCCC,"InChI=1S/C4H10/c1-3-4-2/h3-4H2,1-2H3",2.1,1,58.07825032
Cc1ccc(C(=O)N(C)C)cc1,"InChI=1S/C10H13NO/c1-8-4-6-9(7-5-8)10(12)11(2)3/h4-7H,1-3H3",-9.76,1,163.099714
CC(C)C(C)C(C)C,"InChI=1S/C8H18/c1-6(2)8(5)7(3)4/h6-8H,1-5H3",2.56,2,114.1408506
C=C(c1ccccc1)c1ccccc1,"InChI=1S/C14H12/c1-12(13-8-4-2-5-9-13)14-10-6-3-7-11-14/h2-11H,1H2",-2.78,2,180.0939004
C=CCCCCC,"InChI=1S/C7H14/c1-3-5-7-6-4-2/h3H,1,4-7H2,2H3",1.66,4,98.10955045
CC[C@H](C)O[N+](=O)[O-],"InChI=1S/C4H9NO3/c1-3-4(2)8-5(6)7/h4H,3H2,1-2H3/t4-/m0/s1",-1.82,3,119.0582431
CC(C)=CCC/C(C)=C\CO,"InChI=1S/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,7,11H,4,6,8H2,1-3H3/b10-7-",-4.78,4,154.1357652
C[C@@H](O)C(F)(F)F,"InChI=1S/C3H5F3O/c1-2(7)3(4,5)6/h2,7H,1H3/t2-/m1/s1",-4.2,0,114.0292494
CC(C)I,"InChI=1S/C3H7I/c1-3(2)4/h3H,1-2H3",-0.46,0,169.9592482
CSSC,InChI=1S/C2H6S2/c1-3-4-2/h1-2H3,-1.83,1,93.99109219
CCCOC(=O)CCC,"InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3",-2.28,4,130.0993797
CC(C)CCOC=O,"InChI=1S/C6H12O2/c1-6(2)3-4-8-5-7/h5-6H,3-4H2,1-2H3",-2.13,4,116.0837296
C[C@H]1CCCO1,"InChI=1S/C5H10O/c1-5-3-2-4-6-5/h5H,2-4H2,1H3/t5-/m0/s1",-3.3,0,86.07316494
CC(=O)CO[N+](=O)[O-],"InChI=1S/C3H5NO4/c1-3(5)2-8-4(6)7/h2H2,1H3",-5.99,3,119.0218576
CS,"InChI=1S/CH4S/c1-2/h2H,1H3",-1.2,0,48.00337113
CC(C)(C)c1ccccc1,"InChI=1S/C10H14/c1-10(2,3)9-7-5-4-6-8-9/h4-8H,1-3H3",-0.44,0,134.1095504
CCC(C)(C)O,"InChI=1S/C5H12O/c1-4-5(2,3)6/h6H,4H2,1-3H3",-4.43,1,88.088815
CCCC(C)(C)O,"InChI=1S/C6H14O/c1-4-5-6(2,3)7/h7H,4-5H2,1-3H3",-3.92,2,102.1044651
O=C1c2ccccc2C(=O)c2c(NCCO)cccc21,"InChI=1S/C16H13NO3/c18-9-8-17-13-7-3-6-12-14(13)16(20)11-5-2-1-4-10(11)15(12)19/h1-7,17-18H,8-9H2",-14.21,3,267.0895433
Cc1ccc(O)cc1C,"InChI=1S/C8H10O/c1-6-3-4-8(9)5-7(6)2/h3-5,9H,1-2H3",-6.5,0,122.0731649
OCCc1ccccc1,"InChI=1S/C8H10O/c9-7-6-8-4-2-1-3-5-8/h1-5,9H,6-7H2",-6.79,2,122.0731649
CCCCCCC,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",2.67,4,100.1252005
Cc1cccnc1C,"InChI=1S/C7H9N/c1-6-4-3-5-8-7(6)2/h3-5H,1-2H3",-4.82,0,107.0734993
C=CC(C)C,"InChI=1S/C5H10/c1-4-5(2)3/h4-5H,1H2,2-3H3",1.83,1,70.07825032
CF,InChI=1S/CH3F/c1-2/h1H3,-0.22,0,34.02187832
CCC#N,"InChI=1S/C3H5N/c1-2-3-4/h2H2,1H3",-3.84,0,55.04219916
C=C(C)[C@@H]1CC[C@@H](C)C(=O)C1,"InChI=1S/C10H16O/c1-7(2)9-5-4-8(3)10(11)6-9/h8-9H,1,4-6H2,2-3H3/t8-,9-/m1/s1",-3.75,1,152.1201151
CCCCCC1CCCC1,"InChI=1S/C10H20/c1-2-3-4-7-10-8-5-6-9-10/h10H,2-9H2,1H3",2.55,4,140.1565006
FC(F)O[C@H](Cl)C(F)(F)F,"InChI=1S/C3H2ClF5O/c4-1(3(7,8)9)10-2(5)6/h1-2H/t1-/m0/s1",0.1,2,183.9714335
Cc1cccc(Nc2ccccc2C(=O)O)c1C,"InChI=1S/C15H15NO2/c1-10-6-5-9-13(11(10)2)16-14-8-4-3-7-12(14)15(17)18/h3-9,16H,1-2H3,(H,17,18)",-6.78,3,241.1102787
CC[C@@H](C)CO,"InChI=1S/C5H12O/c1-3-5(2)4-6/h5-6H,3-4H2,1-2H3/t5-/m1/s1",-4.42,2,88.088815
CCC(=O)Nc1ccc(Cl)c(Cl)c1,"InChI=1S/C9H9Cl2NO/c1-2-9(13)12-6-3-4-7(10)8(11)5-6/h3-5H,2H2,1H3,(H,12,13)",-7.78,2,217.0061193
CC[C@@H](C)C(C)C,"InChI=1S/C7H16/c1-5-7(4)6(2)3/h6-7H,5H2,1-4H3/t7-/m1/s1",2.52,2,100.1252005
CC(=O)O,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",-6.69,0,60.02112937
ClCCCCl,InChI=1S/C3H6Cl2/c4-2-1-3-5/h1-3H2,-1.89,2,111.9846556
OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6-/m1/s1",-25.47,1,180.0633881
Nc1ccccc1[N+](=O)[O-],"InChI=1S/C6H6N2O2/c7-5-3-1-2-4-6(5)8(9)10/h1-4H,7H2",-7.37,1,138.0429274
CC1=CCCCC1,"InChI=1S/C7H12/c1-7-5-3-2-4-6-7/h5H,2-4,6H2,1H3",0.67,0,96.09390038
COc1ccccc1,"InChI=1S/C7H8O/c1-8-7-5-3-2-4-6-7/h2-6H,1H3",-2.45,1,108.0575149
COC(C)C,"InChI=1S/C4H10O/c1-4(2)5-3/h4H,1-3H3",-2.01,1,74.07316494
CCCN(CC1CC1)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],"InChI=1S/C14H16F3N3O4/c1-2-5-18(8-9-3-4-9)13-11(19(21)22)6-10(14(15,16)17)7-12(13)20(23)24/h6-7,9H,2-5,8H2,1H3",-2.45,7,347.1092907
CCOP(=S)(OCC)SCSCC,"InChI=1S/C7H17O2PS3/c1-4-8-10(11,9-5-2)13-7-12-6-3/h4-7H2,1-3H3",-4.37,8,260.0128294
COCC(OC)(OC)OC,"InChI=1S/C6H14O4/c1-7-5-6(8-2,9-3)10-4/h5H2,1-4H3",-5.73,5,150.0892089
N,InChI=1S/H3N/h1H3,-4.29,0,17.0265491
CCCC[N+](=O)[O-],"InChI=1S/C4H9NO2/c1-2-3-4-5(6)7/h2-4H2,1H3",-3.09,3,103.0633285
C=C(C)[C@@H]1CC=C(C=O)CC1,"InChI=1S/C10H14O/c1-8(2)10-5-3-9(7-11)4-6-10/h3,7,10H,1,4-6H2,2H3/t10-/m1/s1",-4.09,2,150.1044651
O=[N+]([O-])OCCO,"InChI=1S/C2H5NO4/c4-1-2-7-3(5)6/h4H,1-2H2",-8.18,3,107.0218576
CC(C)CCO,"InChI=1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3",-4.42,2,88.088815
CCSC,"InChI=1S/C3H8S/c1-3-4-2/h3H2,1-2H3",-1.5,1,76.03467126
COP(=O)(OC)[C@@H](O)C(Cl)(Cl)Cl,"InChI=1S/C4H8Cl3O4P/c1-10-12(9,11-2)3(8)4(5,6)7/h3,8H,1-2H3/t3-/m1/s1",-12.74,3,255.9225784
CCc1ccccn1,"InChI=1S/C7H9N/c1-2-7-5-3-4-6-8-7/h3-6H,2H2,1H3",-4.33,1,107.0734993
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,"InChI=1S/C9H11Cl3NO3PS/c1-3-14-17(18,15-4-2)16-9-7(11)5-6(10)8(12)13-9/h5H,3-4H2,1-2H3",-5.04,6,348.9262839
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,"InChI=1S/C13H8F2O3/c14-8-2-3-9(11(15)6-8)7-1-4-12(16)10(5-7)13(17)18/h1-6,16H,(H,17,18)",-9.4,2,250.0441506
F[C@H](Br)C(F)(F)F,"InChI=1S/C2HBrF4/c3-1(4)2(5,6)7/h1H/t1-/m0/s1",0.5,0,179.919775
COCCN,"InChI=1S/C3H9NO/c1-5-3-2-4/h2-4H2,1H3",-6.55,2,75.06841391
Cc1cccc([N+](=O)[O-])c1,"InChI=1S/C7H7NO2/c1-6-3-2-4-7(5-6)8(9)10/h2-5H,1H3",-3.45,1,137.0476785
Cn1c(=O)c2c(ncn2C)n(C)c1=O,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",-12.64,0,194.0803756
CCCSCCC,"InChI=1S/C6H14S/c1-3-5-7-6-4-2/h3-6H2,1-2H3",-1.28,4,118.0816214
CCCCCCCC(=O)OC,"InChI=1S/C9H18O2/c1-3-4-5-6-7-8-9(10)11-2/h3-8H2,1-2H3",-2.04,6,158.1306798
Cc1cc(C)c2ccccc2c1,"InChI=1S/C12H12/c1-9-7-10(2)12-6-4-3-5-11(12)8-9/h3-8H,1-2H3",-2.47,0,156.0939004
CC(C)[N+](=O)[O-],"InChI=1S/C3H7NO2/c1-3(2)4(5)6/h3H,1-2H3",-3.13,1,89.04767846
Cc1cccc(C)c1N,"InChI=1S/C8H11N/c1-6-4-3-5-7(2)8(6)9/h3-5H,9H2,1-2H3",-5.21,0,121.0891494
CCCOC(=O)CC,"InChI=1S/C6H12O2/c1-3-5-8-6(7)4-2/h3-5H2,1-2H3",-2.44,3,116.0837296
CC1CCC(C)CC1,"InChI=1S/C8H16/c1-7-3-5-8(2)6-4-7/h7-8H,3-6H2,1-2H3",2.11,0,112.1252005
C=C(C)CCC,"InChI=1S/C6H12/c1-4-5-6(2)3/h2,4-5H2,1,3H3",1.47,2,84.09390038
CCCCC(C)=O,"InChI=1S/C6H12O/c1-3-4-5-6(2)7/h3-5H2,1-2H3",-3.28,3,100.088815
CC(=O)Oc1ccccc1C(=O)O,"InChI=1S/C9H8O4/c1-6(10)13-8-5-3-2-4-7(8)9(11)12/h2-5H,1H3,(H,11,12)",-9.94,2,180.0422587
C1CCNC1,"InChI=1S/C4H9N/c1-2-4-5-3-1/h5H,1-4H2",-5.48,0,71.07349929
Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,InChI=1S/C11H18N4O2/c1-7-8(2)12-10(14(3)4)13-9(7)17-11(16)15(5)6/h1-6H3,-9.41,2,238.1429758
COC(=O)c1ccc([N+](=O)[O-])cc1,"InChI=1S/C8H7NO4/c1-13-8(10)6-2-4-7(5-3-6)9(11)12/h2-5H,1H3",-6.88,2,181.0375077
CNC,"InChI=1S/C2H7N/c1-3-2/h3H,1-2H3",-4.29,0,45.05784922
C=CCCC,"InChI=1S/C5H10/c1-3-5-4-2/h3H,1,4-5H2,2H3",1.68,2,70.07825032
CC(C)Br,"InChI=1S/C3H7Br/c1-3(2)4/h3H,1-2H3",-0.48,0,121.9731123
ClC(Cl)Cl,InChI=1S/CHCl3/c2-1(3)4/h1H,-1.08,0,117.9143831
CN1CCCCC1,"InChI=1S/C6H13N/c1-7-5-3-2-4-6-7/h2-6H2,1H3",-3.88,0,99.10479942
COP(=O)(OC)OC,"InChI=1S/C3H9O4P/c1-5-8(4,6-2)7-3/h1-3H3",-8.7,3,140.0238454
CNC(=O)Oc1cccc2c1OC(C)(C)C2,"InChI=1S/C12H15NO3/c1-12(2)7-8-5-4-6-9(10(8)16-12)15-11(14)13-3/h4-6H,7H2,1-3H3,(H,13,14)",-9.61,1,221.1051933
ClCCBr,InChI=1S/C2H4BrCl/c3-1-2-4/h1-2H2,-1.95,1,141.9184899
CCCCCN,"InChI=1S/C5H13N/c1-2-3-4-5-6/h2-6H2,1H3",-4.09,3,87.10479942
Clc1cc(Cl)c(-c2ccccc2)c(Cl)c1,InChI=1S/C12H7Cl3/c13-9-6-10(14)12(11(15)7-9)8-4-2-1-3-5-8/h1-7H,-2.16,1,255.9613333
C#CCCCC,"InChI=1S/C6H10/c1-3-5-6-4-2/h1H,4-6H2,2H3",0.29,2,82.07825032
O=Cc1cccc(O)c1,"InChI=1S/C7H6O2/c8-5-6-2-1-3-7(9)4-6/h1-5,9H",-9.52,1,122.0367794
CN(CC(F)(F)F)c1ccccc1,"InChI=1S/C9H10F3N/c1-13(7-9(10,11)12)8-5-3-2-4-6-8/h2-6H,7H2,1H3",-1.92,2,189.076534
CN(C)C(=O)c1ccccc1,"InChI=1S/C9H11NO/c1-10(2)9(11)8-6-4-3-5-7-8/h3-7H,1-2H3",-9.29,1,149.084064
CC(=O)c1ccncc1,"InChI=1S/C7H7NO/c1-6(9)7-2-4-8-5-3-7/h2-5H,1H3",-7.62,1,121.0527638
ClC1=C(Cl)[C@]2(Cl)[C@H]3[C@H]4C[C@H]([C@@H]5O[C@@H]54)[C@H]3[C@@]1(Cl)C2(Cl)Cl,"InChI=1S/C12H8Cl6O/c13-8-9(14)11(16)5-3-1-2(6-7(3)19-6)4(5)10(8,15)12(11,17)18/h2-7H,1H2/t2-,3+,4+,5-,6-,7+,10-,11+",-4.82,0,377.870631
CCN(CC)CC,"InChI=1S/C6H15N/c1-4-7(5-2)6-3/h4-6H2,1-3H3",-3.22,3,101.1204495
CCOP(=O)(OCC)OCC,"InChI=1S/C6H15O4P/c1-4-8-11(7,9-5-2)10-6-3/h4-6H2,1-3H3",-7.5,6,182.0707956
ClC(Cl)C(Cl)(Cl)Cl,"InChI=1S/C2HCl5/c3-1(4)2(5,6)7/h1H",-1.23,0,199.8520884
CC(C)C[C@@H](C)O,"InChI=1S/C6H14O/c1-5(2)4-6(3)7/h5-7H,4H2,1-3H3/t6-/m1/s1",-3.73,2,102.1044651
c1ccc2c(c1)CCC2,"InChI=1S/C9H10/c1-2-5-9-7-3-6-8(9)4-1/h1-2,4-5H,3,6-7H2",-1.46,0,118.0782503
OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4-,5-,6-/m1/s1",-23.62,5,182.0790382
Cc1ccc(C)nc1,"InChI=1S/C7H9N/c1-6-3-4-7(2)8-5-6/h3-5H,1-2H3",-4.72,0,107.0734993
COc1cccc(OC)c1O,"InChI=1S/C8H10O3/c1-10-6-4-3-5-7(11-2)8(6)9/h3-5,9H,1-2H3",-6.96,2,154.0629942
COc1ccccc1N,"InChI=1S/C7H9NO/c1-9-7-5-3-2-4-6(7)8/h2-5H,8H2,1H3",-6.12,1,123.0684139
c1ccc2c(c1)ccc1ccccc12,InChI=1S/C14H10/c1-3-7-13-11(5-1)9-10-12-6-2-4-8-14(12)13/h1-10H,-3.88,0,178.0782503
O=COc1ccccc1,InChI=1S/C7H6O2/c8-6-9-7-4-2-1-3-5-7/h1-6H,-3.82,2,122.0367794
Clc1ccc(Cl)c(-c2ccccc2)c1,InChI=1S/C12H8Cl2/c13-10-6-7-12(14)11(8-10)9-4-2-1-3-5-9/h1-8H,-2.46,1,222.0003056
CCCCCOC(C)=O,"InChI=1S/C7H14O2/c1-3-4-5-6-9-7(2)8/h3-6H2,1-2H3",-2.51,4,130.0993797
CCNc1nc(Cl)nc(NCC)n1,"InChI=1S/C7H12ClN5/c1-3-9-6-11-5(8)12-7(13-6)10-4-2/h3-4H2,1-2H3,(H2,9,10,11,12,13)",-10.22,4,201.0781231
COc1cc(C=O)c(Cl)c(OC)c1O,"InChI=1S/C9H9ClO4/c1-13-6-3-5(4-11)7(10)9(14-2)8(6)12/h3-4,12H,1-2H3",-7.78,3,216.0189364
CC[C@H](C)c1ccccc1,"InChI=1S/C10H14/c1-3-9(2)10-7-5-4-6-8-10/h4-9H,3H2,1-2H3/t9-/m0/s1",-0.45,2,134.1095504
FC(F)(F)c1ccccc1,"InChI=1S/C7H5F3/c8-7(9,10)6-4-2-1-3-5-6/h1-5H",-0.25,0,146.0343348
C1CNC1,"InChI=1S/C3H7N/c1-2-4-3-1/h4H,1-3H2",-5.56,0,57.05784922
c1ccc(-c2ccccc2)cc1,InChI=1S/C12H10/c1-3-7-11(8-4-1)12-9-5-2-6-10-12/h1-10H,-2.7,1,154.0782503
COc1c(Cl)ccc(Cl)c1C(=O)O,"InChI=1S/C8H6Cl2O3/c1-13-7-5(10)3-2-4(9)6(7)8(11)12/h2-3H,1H3,(H,11,12)",-9.86,2,219.9693994
CC[C@H](C)n1c(=O)[nH]c(C)c(Br)c1=O,"InChI=1S/C9H13BrN2O2/c1-4-5(2)12-8(13)7(10)6(3)11-9(12)14/h5H,4H2,1-3H3,(H,11,14)/t5-/m0/s1",-9.73,2,260.0160398
O=Cc1ccncc1,InChI=1S/C6H5NO/c8-5-6-1-3-7-4-2-6/h1-5H,-7,1,107.0371138
Nc1cccc2c1C(=O)c1ccccc1C2=O,"InChI=1S/C14H9NO2/c15-11-7-3-6-10-12(11)14(17)9-5-2-1-4-8(9)13(10)16/h1-7H,15H2",-9.44,0,223.0633285
Cc1c[nH]cn1,"InChI=1S/C4H6N2/c1-4-2-5-3-6-4/h2-3H,1H3,(H,5,6)",-10.27,0,82.05309819
Clc1ccccc1,InChI=1S/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,-1.12,0,112.0079778
CCCC1CCCC1,"InChI=1S/C8H16/c1-2-5-8-6-3-4-7-8/h8H,2-7H2,1H3",2.13,2,112.1252005
Clc1ccc2c(c1)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,InChI=1S/C12H3Cl5O2/c13-4-1-2-5-6(3-4)19-12-10(17)8(15)7(14)9(16)11(12)18-5/h1-3H,-4.15,0,353.8575677
CCCCCCCC,"InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",2.88,5,114.1408506
CC(C)COC(=O)C(C)C,"InChI=1S/C8H16O2/c1-6(2)5-10-8(9)7(3)4/h6-7H,5H2,1-4H3",-1.69,3,144.1150298
Nc1ccccc1,"InChI=1S/C6H7N/c7-6-4-2-1-3-5-6/h1-5H,7H2",-5.49,0,93.05784922
N#Cc1ccncc1,InChI=1S/C6H4N2/c7-5-6-1-3-8-4-2-6/h1-4H,-6.02,0,104.0374481
CC(=O)OC(C)C,"InChI=1S/C5H10O2/c1-4(2)7-5(3)6/h4H,1-3H3",-2.64,1,102.0680796
FCCl,InChI=1S/CH2ClF/c2-1-3/h1H2,-0.77,0,67.98290596
CN,"InChI=1S/CH5N/c1-2/h2H2,1H3",-4.55,0,31.04219916
CC(C)SC(C)C,"InChI=1S/C6H14S/c1-5(2)7-6(3)4/h5-6H,1-4H3",-1.21,2,118.0816214
