SMILES,InChI,HL,Sol,RB,MW
C/C=C\C,"InChI=1S/C4H8/c1-3-4-2/h3-4H,1-2H3/b4-3-",0.2275,1.319262039,0,56.06260026
Cc1c[n]cc(C)c1,"InChI=1S/C7H9N/c1-6-3-7(2)5-8-4-6/h3-5H,1-2H3",6.89E-06,-4.836618712,0,107.0734993
CC1CC(O)CCC1,"InChI=1S/C7H14O/c1-6-3-2-4-7(8)5-6/h6-8H,2-5H2,1H3",3.67E-06,-5.209278425,0,114.1044651
ClCI,InChI=1S/CH2ClI/c2-1-3/h1H2,0.000871,-1.973351498,0,175.8889757
COC(=O)C(C)(C)C,"InChI=1S/C6H12O2/c1-6(2,3)5(7)8-4/h1-4H3",0.000425,-2.397881994,0,116.0837296
CC(C)N(N=O)C(C)C,"InChI=1S/C6H14N2O/c1-5(2)8(7-9)6(3)4/h5-6H,1-4H3",7.83E-06,-4.760953466,3,130.1106131
Clc1c(Cl)c(Cl)cc(Cl)c1Cl,InChI=1S/C6HCl5/c7-2-1-3(8)5(10)6(11)4(2)9/h1H,0.000703,-2.100130395,0,247.8520884
Cc1cc(c(O)c(c1)[N+]([O-])=O)[N+]([O-])=O,"InChI=1S/C7H6N2O5/c1-4-2-5(8(11)12)7(10)6(3-4)9(13)14/h2-3,10H,1H3",5.30E-08,-7.71643019,2,198.0276713
CCc1cccc(O)c1,"InChI=1S/C8H10O/c1-2-7-4-3-5-8(9)6-7/h3-6,9H,2H2,1H3",6.28E-07,-6.253757667,1,122.0731649
CCCN(CCC)N=O,"InChI=1S/C6H14N2O/c1-3-5-8(7-9)6-4-2/h3-6H2,1-2H3",5.38E-06,-4.982979375,5,130.1106131
CCCC(=O)OC,"InChI=1S/C5H10O2/c1-3-4-5(6)7-2/h3-4H2,1-2H3",0.000205,-2.829231918,2,102.0680796
CCCCC(=O)OC,"InChI=1S/C6H12O2/c1-3-4-5-6(7)8-2/h3-5H2,1-2H3",0.000318,-2.56947896,3,116.0837296
CSSC,InChI=1S/C2H6S2/c1-3-4-2/h1-2H3,0.00121,-1.778860636,1,93.99109219
CC(C)SC(C)C,"InChI=1S/C6H14S/c1-5(2)7-6(3)4/h5-6H,1-4H3",0.0033,-1.185270398,2,118.0816214
CN1CCCCC1,"InChI=1S/C6H13N/c1-7-5-3-2-4-6-7/h2-6H2,1H3",3.46E-05,-3.881845881,0,99.10479942
CCCO[N+]([O-])=O,"InChI=1S/C3H7NO3/c1-2-3-7-4(5)6/h2-3H2,1H3",0.00127,-1.750227471,3,105.0425931
CCCCCI,"InChI=1S/C5H11I/c1-2-3-4-5-6/h2-5H2,1H3",0.0194,-0.137274573,3,197.9905484
CCCCCOC(C)=O,"InChI=1S/C7H14O2/c1-3-4-5-6-9-7(2)8/h3-6H2,1-2H3",0.000388,-2.45177052,4,130.0993797
ClCCCCCCl,InChI=1S/C5H10Cl2/c6-4-2-1-3-5-7/h1-5H2,0.000558,-2.236797222,4,140.0159557
ClCC(Cl)(Cl)Cl,"InChI=1S/C2H2Cl4/c3-1-2(4,5)6/h1H2",0.0025,-1.349527492,0,165.8910608
OC(=O)C(Br)Br,"InChI=1S/C2H2Br2O2/c3-1(4)2(5)6/h1H,(H,5,6)",4.42E-09,-9.186145535,1,215.8421535
Clc1ccc(Cl)c(Cl)c1Cl,InChI=1S/C6H2Cl4/c7-3-1-2-4(8)6(10)5(3)9/h1-2H,0.00076,-2.054005494,0,213.8910608
Clc1cc(Cl)c(Cl)c(Cl)c1,InChI=1S/C6H2Cl4/c7-3-1-4(8)6(10)5(9)2-3/h1-2H,0.00158,-1.621009339,0,213.8910608
CCOC(C)(C)C,"InChI=1S/C6H14O/c1-5-7-6(2,3)4/h5H2,1-4H3",0.00164,-1.598958218,1,102.1044651
CCCCCCI,"InChI=1S/C6H13I/c1-2-3-4-5-6-7/h2-6H2,1H3",0.0281,0.081924718,4,212.0061984
CCCc1ccc(O)cc1,"InChI=1S/C9H12O/c1-2-3-8-4-6-9(10)7-5-8/h4-7,10H,2-3H2,1H3",1.14E-06,-5.900998271,2,136.088815
C1OCCO1,InChI=1S/C3H6O2/c1-2-5-3-4-1/h1-3H2,2.45E-05,-4.086067333,0,74.03677943
Cc1ccc(c(O)c1)[N+]([O-])=O,"InChI=1S/C7H7NO3/c1-5-2-3-6(8(10)11)7(9)4-5/h2-4,9H,1H3",1.28E-05,-4.470174341,1,153.0425931
CC(C)(C)OC=O,"InChI=1S/C5H10O2/c1-5(2,3)7-4-6/h4H,1-3H3",0.00069,-2.111173466,1,102.0680796
CC(=O)C1CC1,"InChI=1S/C5H8O/c1-4(6)5-2-3-5/h5H,2-3H2,1H3",1.02E-05,-4.604509836,1,84.05751488
FCC(F)(F)F,"InChI=1S/C2H2F4/c3-1-2(4,5)6/h1H2",0.05,0.422857332,0,102.0092629
CCCCCCCC(C)=O,"InChI=1S/C9H18O/c1-3-4-5-6-7-8-9(2)10/h3-8H2,1-2H3",0.000367,-2.484691245,6,142.1357652
CC(=O)C1CCCCC1,"InChI=1S/C8H14O/c1-7(9)8-5-3-2-4-6-8/h8H,2-6H2,1H3",3.38E-05,-3.895685965,1,126.1044651
Cc1cccc2c3ccccc3ccc21,"InChI=1S/C15H12/c1-11-5-4-8-15-13(11)10-9-12-6-2-3-7-14(12)15/h2-10H,1H3",4.93E-05,-3.672364878,0,192.0939004
CN1CCCC1=O,"InChI=1S/C5H9NO/c1-6-4-2-3-5(6)7/h2-4H2,1H3",3.20E-09,-9.377237578,0,99.06841391
O=Cc1cc[n]cc1,InChI=1S/C6H5NO/c8-5-6-1-3-7-4-2-6/h1-5H,1.77E-07,-7.003000584,1,107.0371138
Cc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,InChI=1S/C7H3Cl5/c1-2-3(8)5(10)7(12)6(11)4(2)9/h1H3,0.00077,-2.046271572,0,261.8677385
OC(C(F)(F)F)C(F)(F)F,"InChI=1S/C3H2F6O/c4-2(5,6)1(10)3(7,8)9/h1,10H",4.25E-05,-3.760175584,0,168.000984
CCCCN(CCCC)N=O,"InChI=1S/C8H18N2O/c1-3-5-7-10(9-11)8-6-4-2/h3-8H2,1-2H3",1.32E-05,-4.451968701,7,158.1419132
CCCCO[N+]([O-])=O,"InChI=1S/C4H9NO3/c1-2-3-4-8-5(6)7/h2-4H2,1H3",0.00154,-1.636180339,4,119.0582431
O=NN1CCCC1,InChI=1S/C4H8N2O/c7-5-6-3-1-2-4-6/h1-4H2,4.89E-08,-7.764065525,1,100.0636629
CN(Cc1ccccc1)N=O,"InChI=1S/C8H10N2O/c1-10(9-11)7-8-5-3-2-4-6-8/h2-6H,7H2,1H3",1.20E-05,-4.508357691,3,150.0793129
CCc1cc2ccccc2cc1,"InChI=1S/C12H12/c1-2-10-7-8-11-5-3-4-6-12(11)9-10/h3-9H,2H2,1H3",0.000538,-2.258392195,1,156.0939004
CCC(C)(C)OC,"InChI=1S/C6H14O/c1-5-6(2,3)7-4/h5H2,1-4H3",0.00132,-1.727381521,2,102.1044651
CCCCCO[N+]([O-])=O,"InChI=1S/C5H11NO3/c1-2-3-4-5-9-6(7)8/h2-5H2,1H3",0.00166,-1.591786778,5,133.0738932
ClC1(Cl)C2(Cl)C3C4OC4C(Cl)C3C1(Cl)C(Cl)=C2Cl,"InChI=1S/C10H5Cl7O/c11-3-1-2(4-5(3)18-4)9(15)7(13)6(12)8(1,14)10(9,16)17/h1-5H",2.10E-05,-4.177268515,0,385.8160085
CC(=O)c1cc[n]cc1,"InChI=1S/C7H7NO/c1-6(9)7-2-4-8-5-3-7/h2-5H,1H3",6.28E-08,-7.616051257,1,121.0527638
CCc1cccc2ccccc21,"InChI=1S/C12H12/c1-2-10-7-5-8-11-6-3-4-9-12(10)11/h3-9H,2H2,1H3",0.000685,-2.115476296,1,156.0939004
CCC(COP(=O)(Oc1ccccc1)Oc1ccccc1)CCCC,"InChI=1S/C20H27O4P/c1-3-5-12-18(4-2)17-22-25(21,23-19-13-8-6-9-14-19)24-20-15-10-7-11-16-20/h6-11,13-16,18H,3-5,12,17H2,1-2H3",5.42E-05,-3.616303272,11,362.164696
COc1cc(c(O)cc1)[N+]([O-])=O,"InChI=1S/C7H7NO4/c1-12-5-2-3-7(9)6(4-5)8(10)11/h2-4,9H,1H3",1.88E-06,-5.605035904,2,169.0375077
CCCN(CCC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,"InChI=1S/C13H16F3N3O4/c1-3-5-17(6-4-2)12-10(18(20)21)7-9(13(14,15)16)8-11(12)19(22)23/h7-8H,3-6H2,1-2H3",0.000103,-3.236444136,7,335.1092907
COC(C)(C)C,"InChI=1S/C5H12O/c1-5(2,3)6-4/h1-4H3",0.000587,-2.206821447,0,88.088815
CC(C)O[N+]([O-])=O,"InChI=1S/C3H7NO3/c1-3(2)7-4(5)6/h3H,1-2H3",0.00161,-1.60988105,2,105.0425931
OC1CCCCCCCCCCC1,"InChI=1S/C12H24O/c13-12-10-8-6-4-2-1-3-5-7-9-11-12/h12-13H,1-11H2",2.94E-06,-5.340492819,0,184.1827154
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,InChI=1S/C8Cl4N2/c9-5-3(1-13)6(10)8(12)7(11)4(5)2-14,2.00E-06,-5.568428151,0,263.8815587
CNC(=O)Oc1cc(C)c(SC)c(C)c1,"InChI=1S/C11H15NO2S/c1-7-5-9(14-11(13)12-3)6-8(2)10(7)15-4/h5-6H,1-4H3,(H,12,13)",1.18E-09,-9.967475757,2,225.0823497
Clc1cc(ccc1)-c1cc(Cl)ccc1,InChI=1S/C12H8Cl2/c13-11-5-1-3-9(7-11)10-4-2-6-12(14)8-10/h1-8H,0.000233,-2.753485589,1,222.0003056
Clc1ccc(cc1)-c1ccc(Cl)cc1,InChI=1S/C12H8Cl2/c13-11-5-1-9(2-6-11)10-3-7-12(14)8-4-10/h1-8H,0.000199,-2.846806575,1,222.0003056
Clc1ccccc1-c1ccccc1,InChI=1S/C12H9Cl/c13-12-9-5-4-8-11(12)10-6-2-1-3-7-10/h1-9H,0.000736,-2.072990115,1,188.039278
Clc1cc(ccc1)-c1ccccc1,InChI=1S/C12H9Cl/c13-12-8-4-7-11(9-12)10-5-2-1-3-6-10/h1-9H,0.000613,-2.181179848,1,188.039278
Clc1ccc(cc1)-c1ccccc1,InChI=1S/C12H9Cl/c13-12-8-6-11(7-9-12)10-4-2-1-3-5-10/h1-9H,0.000573,-2.221103023,1,188.039278
Cc1c(Cl)c(Cl)ccc1Cl,"InChI=1S/C7H5Cl3/c1-4-5(8)2-3-6(9)7(4)10/h2-3H,1H3",0.0015,-1.651750622,0,193.9456832
Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,InChI=1S/C12H2Cl8/c13-3-1-4(14)10(18)7(9(3)17)8-11(19)5(15)2-6(16)12(8)20/h1-2H,1.80E-05,-4.268469698,1,425.7664715
CCSC(=O)N1CCCCCC1,"InChI=1S/C9H17NOS/c1-2-12-9(11)10-7-5-3-4-6-8-10/h2-8H2,1H3",4.10E-06,-5.143727865,1,187.1030852
CC(=O)OO[N+]([O-])=O,InChI=1S/C2H3NO5/c1-2(4)7-8-3(5)6/h1H3,0.000278,-2.649012826,2,121.0011222
CCCCCC=CC=O,"InChI=1S/C8H14O/c1-2-3-4-5-6-7-8-9/h6-8H,2-5H2,1H3",7.34E-05,-3.436893602,5,126.1044651
ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C2(Cl)C2(Cl)C(Cl)(C3(Cl)C12Cl)C4(Cl)Cl,"InChI=1S/C10Cl12/c11-1-2(12)7(17)4(14)3(13,5(1,15)9(7,19)20)6(1,16)10(21,22)8(2,4)18",0.000811,-2.015578922,0,539.6262322
Clc1cc(Cl)c(cc1)-c1ccc(Cl)cc1Cl,InChI=1S/C12H6Cl4/c13-7-1-3-9(11(15)5-7)10-4-2-8(14)6-12(10)16/h1-6H,0.00019,-2.874187961,1,289.9223609
Cc1cc(O)ccc1[N+]([O-])=O,"InChI=1S/C7H7NO3/c1-5-4-6(9)2-3-7(5)8(10)11/h2-4,9H,1H3",1.61E-08,-8.421349,1,153.0425931
CCOP(=S)(Oc1[n]c(Cl)c(Cl)cc1Cl)OCC,"InChI=1S/C9H11Cl3NO3PS/c1-3-14-17(18,15-4-2)16-9-7(11)5-6(10)8(12)13-9/h5H,3-4H2,1-2H3",2.93E-06,-5.342508618,6,348.9262839
Clc1ccc(cc1Cl)-c1ccccc1,InChI=1S/C12H8Cl2/c13-11-7-6-10(8-12(11)14)9-4-2-1-3-5-9/h1-8H,0.00014,-3.054862919,1,222.0003056
COO,"InChI=1S/CH4O2/c1-3-2/h2H,1H3",4.54E-06,-5.083416408,0,48.02112937
CCOO,"InChI=1S/C2H6O2/c1-2-4-3/h3H,2H2,1H3",2.94E-06,-5.340492819,1,62.03677943
CCC(C)c1cc(c(O)cc1)[N+]([O-])=O,"InChI=1S/C10H13NO3/c1-3-7(2)8-4-5-10(12)9(6-8)11(13)14/h4-7,12H,3H2,1-2H3",9.57E-05,-3.27993575,3,195.0895433
CCCCCCCI,"InChI=1S/C7H15I/c1-2-3-4-5-6-7-8/h2-7H2,1H3",0.0388,0.27281666,5,226.0218485
Cc1cccc(O)c1[N+]([O-])=O,"InChI=1S/C7H7NO3/c1-5-3-2-4-6(9)7(5)8(10)11/h2-4,9H,1H3",3.06E-06,-5.316824199,1,153.0425931
CCCC(C)O,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3",1.48E-05,-4.384279351,2,88.088815
Cc1cc(Cl)c(Cl)cc1Cl,"InChI=1S/C7H5Cl3/c1-4-2-6(9)7(10)3-5(4)8/h2-3H,1H3",0.0015,-1.651750622,0,193.9456832
Clc1cc(Cl)ccc1-c1ccc(Cl)cc1,InChI=1S/C12H7Cl3/c13-9-3-1-8(2-4-9)11-6-5-10(14)7-12(11)15/h1-7H,0.0002,-2.843840971,1,255.9613333
COc1ccc(cc1)C(O)(C1CC1)c1c[n]c[n]c1,"InChI=1S/C15H16N2O2/c1-19-14-6-4-12(5-7-14)15(18,11-2-3-11)13-8-16-10-17-9-13/h4-11,18H,2-3H2,1H3",1.56E-11,-12.52689493,4,256.1211778
Clc1ccccc1-c1ccccc1Cl,InChI=1S/C12H8Cl2/c13-11-7-3-1-5-9(11)10-6-2-4-8-12(10)14/h1-8H,0.00023,-2.761152693,1,222.0003056
Cc1cccc(c1O)[N+]([O-])=O,"InChI=1S/C7H7NO3/c1-5-3-2-4-6(7(5)9)8(10)11/h2-4,9H,1H3",3.36E-05,-3.899197171,1,153.0425931
CCc1c[n]cc[n]1,"InChI=1S/C6H8N2/c1-2-6-5-7-3-4-8-6/h3-5H,2H2,1H3",2.45E-06,-5.448360923,1,108.0687483
Clc1cc(-c2ccccc2)c(Cl)cc1Cl,InChI=1S/C12H7Cl3/c13-10-7-12(15)11(14)6-9(10)8-4-2-1-3-5-8/h1-7H,0.0002,-2.843840971,1,255.9613333
Clc1cccc(Cl)c1-c1c(Cl)cccc1Cl,InChI=1S/C12H6Cl4/c13-7-3-1-4-8(14)11(7)12-9(15)5-2-6-10(12)16/h1-6H,0.0002,-2.843840971,1,289.9223609
COCN(C(=O)CCl)c1c(CC)cccc1CC,"InChI=1S/C14H20ClNO2/c1-4-11-7-6-8-12(5-2)14(11)16(10-18-3)13(17)9-15/h6-8H,4-5,9-10H2,1-3H3",8.32E-09,-8.811922046,6,269.1182566
[O-][N+](=O)OCCO,"InChI=1S/C2H5NO4/c4-1-2-7-3(5)6/h4H,1-2H2",2.58E-08,-8.142359678,3,107.0218576
Clc1cccc(-c2ccccc2)c1Cl,InChI=1S/C12H8Cl2/c13-11-8-4-7-10(12(11)14)9-5-2-1-3-6-9/h1-8H,0.00023,-2.761152693,1,222.0003056
Clc1ccc(Cl)cc1-c1ccc(Cl)cc1,InChI=1S/C12H7Cl3/c13-9-3-1-8(2-4-9)11-7-10(14)5-6-12(11)15/h1-7H,0.00019,-2.874187961,1,255.9613333
CCCCNC(=O)[n]1c(NC(=O)OC)[n]c2ccccc12,"InChI=1S/C14H18N4O3/c1-3-4-9-15-13(19)18-11-8-6-5-7-10(11)16-12(18)17-14(20)21-2/h5-8H,3-4,9H2,1-2H3,(H,15,19)(H,16,17,20)",4.93E-12,-13.20842001,4,290.1378904
CC(O)CO[N+]([O-])=O,"InChI=1S/C3H7NO4/c1-3(5)2-8-4(6)7/h3,5H,2H2,1H3",9.17E-08,-7.392076988,3,121.0375077
CC(CO)O[N+]([O-])=O,"InChI=1S/C3H7NO4/c1-3(2-5)8-4(6)7/h3,5H,2H2,1H3",2.22E-07,-6.868978538,3,121.0375077
CCCCCCO[N+]([O-])=O,"InChI=1S/C6H13NO3/c1-2-3-4-5-6-10-7(8)9/h2-6H2,1H3",0.00149,-1.655708072,6,147.0895433
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,"InChI=1S/C17H26ClNO2/c1-4-7-11-21-13-19(16(20)12-18)17-14(5-2)9-8-10-15(17)6-3/h8-10H,4-7,11-13H2,1-3H3",5.10E-08,-7.73918825,9,311.1652068
CCCOC(=O)NCCCN(C)C,"InChI=1S/C9H20N2O2/c1-4-8-13-9(12)10-6-5-7-11(2)3/h4-8H2,1-3H3,(H,10,12)",1.48E-09,-9.833453711,6,188.1524779
COc1[n]cc[n]c1CC(C)C,"InChI=1S/C9H14N2O/c1-7(2)6-8-9(12-3)11-5-4-10-8/h4-5,7H,6H2,1-3H3",4.89E-05,-3.677184755,3,166.1106131
Clc1cc(ccc1)-c1ccccc1Cl,InChI=1S/C12H8Cl2/c13-10-5-3-4-9(8-10)11-6-1-2-7-12(11)14/h1-8H,0.00025,-2.711821082,1,222.0003056
CCc1[n]cc[n]c1OC,"InChI=1S/C7H10N2O/c1-3-6-7(10-2)9-5-4-8-6/h4-5H,3H2,1-2H3",1.47E-05,-4.388290462,2,138.0793129
FC(F)OC(Cl)C(F)(F)F,"InChI=1S/C3H2ClF5O/c4-1(3(7,8)9)10-2(5)6/h1-2H",0.0287,0.094424548,2,183.9714335
Clc1c2Oc3ccccc3Oc2c(Cl)c(Cl)c1Cl,InChI=1S/C12H4Cl4O2/c13-7-8(14)10(16)12-11(9(7)15)17-5-3-1-2-4-6(5)18-12/h1-4H,2.00E-05,-4.206134561,0,319.8965401
Clc1cc(Cl)c(cc1)-c1cc(Cl)c(Cl)cc1,InChI=1S/C12H6Cl4/c13-8-2-3-9(11(15)6-8)7-1-4-10(14)12(16)5-7/h1-6H,0.00012,-3.146064101,1,289.9223609
Clc1cc(-c2cc(Cl)c(Cl)cc2)c(Cl)cc1,InChI=1S/C12H6Cl4/c13-8-2-4-10(14)9(6-8)7-1-3-11(15)12(16)5-7/h1-6H,0.0001,-3.253932205,1,289.9223609
Clc1ccc(cc1Cl)-c1cc(Cl)c(Cl)cc1,InChI=1S/C12H6Cl4/c13-9-3-1-7(5-11(9)15)8-2-4-10(14)12(16)6-8/h1-6H,9.40E-06,-4.652833548,1,289.9223609
Clc1ccc(cc1)-c1cc(Cl)c(Cl)cc1Cl,InChI=1S/C12H6Cl4/c13-8-3-1-7(2-4-8)9-5-11(15)12(16)6-10(9)14/h1-6H,0.0001,-3.253932205,1,289.9223609
CN(/C=N/c1ccc(C)cc1C)/C=N/c1ccc(C)cc1C,"InChI=1S/C19H23N3/c1-14-6-8-18(16(3)10-14)20-12-22(5)13-21-19-9-7-15(2)11-17(19)4/h6-13H,1-5H3/b20-12+,21-13+",9.87E-06,-4.623967501,4,293.1891977
Clc1cccc(Cl)c1-c1ccccc1,InChI=1S/C12H8Cl2/c13-10-7-4-8-11(14)12(10)9-5-2-1-3-6-9/h1-8H,0.00023,-2.761152693,1,222.0003056
Clc1cc(Cl)c(cc1)-c1ccccc1,InChI=1S/C12H8Cl2/c13-10-6-7-11(12(14)8-10)9-4-2-1-3-5-9/h1-8H,0.00028,-2.644771685,1,222.0003056
Clc1cc(Cl)c(Cl)c(-c2ccccc2)c1Cl,InChI=1S/C12H6Cl4/c13-8-6-9(14)12(16)10(11(8)15)7-4-2-1-3-5-7/h1-6H,0.000225,-2.774156218,1,289.9223609
CNC(=O)N(C)c1[n][n]c([s]1)C(C)(C)C,"InChI=1S/C9H16N4OS/c1-9(2,3)6-11-12-8(15-6)13(5)7(14)10-4/h1-5H3,(H,10,14)",1.20E-10,-11.31982564,1,228.1044821
Clc1cc(-c2ccccc2)c(Cl)cc1,InChI=1S/C12H8Cl2/c13-10-6-7-12(14)11(8-10)9-4-2-1-3-5-9/h1-8H,0.00028,-2.644771685,1,222.0003056
Clc1cc(cc(Cl)c1)-c1ccccc1,InChI=1S/C12H8Cl2/c13-11-6-10(7-12(14)8-11)9-4-2-1-3-5-9/h1-8H,0.00022,-2.787451982,1,222.0003056
Clc1ccc(cc1)-c1ccccc1Cl,InChI=1S/C12H8Cl2/c13-10-7-5-9(6-8-10)11-3-1-2-4-12(11)14/h1-8H,0.00023,-2.761152693,1,222.0003056
Clc1cc(Cl)c(Cl)cc1-c1cc(Cl)c(Cl)cc1Cl,InChI=1S/C12H4Cl6/c13-7-3-11(17)9(15)1-5(7)6-2-10(16)12(18)4-8(6)14/h1-4H,2.30E-05,-4.123446283,1,357.8444162
