SMILES,InChI,HL,Sol,RB,MW
Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)c(Cl)c1Cl,InChI=1S/C12H4Cl6/c13-7-2-1-5(11(17)12(7)18)6-3-9(15)10(16)4-8(6)14/h1-4H,2.10E-05,-4.177268515,1,357.8444162
Clc1cc(Cl)c(Cl)cc1-c1cc(Cl)c(Cl)c(Cl)c1Cl,InChI=1S/C12H3Cl7/c13-6-3-8(15)7(14)1-4(6)5-2-9(16)11(18)12(19)10(5)17/h1-3H,1.00E-05,-4.616225795,1,391.8054439
Clc1c(ccc(Cl)c1Cl)-c1cc(Cl)c(Cl)c(Cl)c1Cl,InChI=1S/C12H3Cl7/c13-6-2-1-4(8(15)10(6)17)5-3-7(14)11(18)12(19)9(5)16/h1-3H,9.00E-06,-4.678560931,1,391.8054439
Clc1cc(-c2cc(Cl)ccc2Cl)c(Cl)cc1,InChI=1S/C12H6Cl4/c13-7-1-3-11(15)9(5-7)10-6-8(14)2-4-12(10)16/h1-6H,0.0002,-2.843840971,1,289.9223609
Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,InChI=1S/C12H2Cl8/c13-5-1-3(7(15)11(19)9(5)17)4-2-6(14)10(18)12(20)8(4)16/h1-2H,1.00E-05,-4.616225795,1,425.7664715
Clc1cc(Cl)c(cc1)-c1cccc(Cl)c1Cl,InChI=1S/C12H6Cl4/c13-7-4-5-8(11(15)6-7)9-2-1-3-10(14)12(9)16/h1-6H,0.00014,-3.054862919,1,289.9223609
CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,"InChI=1S/C13H13Cl2N3O3/c1-7(2)16-12(20)17-6-11(19)18(13(17)21)10-4-8(14)3-9(15)5-10/h3-5,7H,6H2,1-2H3,(H,16,20)",3.12E-09,-9.392216519,2,329.0333966
Clc1cc(-c2ccccc2Cl)c(Cl)cc1,InChI=1S/C12H7Cl3/c13-8-5-6-12(15)10(7-8)9-3-1-2-4-11(9)14/h1-7H,0.00025,-2.711821082,1,255.9613333
Clc1ccccc1-c1cc(Cl)cc(Cl)c1,InChI=1S/C12H7Cl3/c13-9-5-8(6-10(14)7-9)11-3-1-2-4-12(11)15/h1-7H,0.0002,-2.843840971,1,255.9613333
Clc1cc(-c2cc(Cl)c(Cl)cc2Cl)c(Cl)cc1,InChI=1S/C12H5Cl5/c13-6-1-2-9(14)7(3-6)8-4-11(16)12(17)5-10(8)15/h1-5H,9.00E-05,-3.316267341,1,323.8833886
Clc1cc(-c2c(Cl)c(Cl)ccc2Cl)c(Cl)cc1,InChI=1S/C12H5Cl5/c13-6-1-2-8(14)7(5-6)11-9(15)3-4-10(16)12(11)17/h1-5H,0.00012,-3.146064101,1,323.8833886
Clc1cc(Cl)c(cc1)-c1cc(Cl)c(Cl)cc1Cl,InChI=1S/C12H5Cl5/c13-6-1-2-7(9(14)3-6)8-4-11(16)12(17)5-10(8)15/h1-5H,7.80E-05,-3.400931036,1,323.8833886
Clc1cc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)cc1,InChI=1S/C12H5Cl5/c13-6-1-3-9(14)8(5-6)7-2-4-10(15)12(17)11(7)16/h1-5H,7.40E-05,-3.432076995,1,323.8833886
Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2Cl)c1Cl,InChI=1S/C12H4Cl6/c13-6-3-4-7(14)11(17)9(6)5-1-2-8(15)12(18)10(5)16/h1-4H,4.40E-05,-3.739654338,1,357.8444162
Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,InChI=1S/C12H4Cl6/c13-7-3-1-5(9(15)11(7)17)6-2-4-8(14)12(18)10(6)16/h1-4H,1.30E-05,-4.461001497,1,357.8444162
Clc1ccc(Cl)c(Cl)c1-c1c(Cl)c(Cl)ccc1Cl,InChI=1S/C12H4Cl6/c13-5-1-3-7(15)11(17)9(5)10-6(14)2-4-8(16)12(10)18/h1-4H,8.80E-05,-3.329563105,1,357.8444162
Clc1c(cc(Cl)c(Cl)c1Cl)-c1c(Cl)c(Cl)ccc1Cl,InChI=1S/C12H3Cl7/c13-5-1-2-6(14)10(17)8(5)4-3-7(15)11(18)12(19)9(4)16/h1-3H,1.40E-05,-4.417156509,1,391.8054439
Clc1ccccc1-c1c(Cl)cccc1Cl,InChI=1S/C12H7Cl3/c13-9-5-2-1-4-8(9)12-10(14)6-3-7-11(12)15/h1-7H,0.00023,-2.761152693,1,255.9613333
Clc1ccc(cc1)-c1c(Cl)cccc1Cl,InChI=1S/C12H7Cl3/c13-9-6-4-8(5-7-9)12-10(14)2-1-3-11(12)15/h1-7H,0.0002,-2.843840971,1,255.9613333
Clc1ccccc1-c1cccc(Cl)c1Cl,InChI=1S/C12H7Cl3/c13-10-6-2-1-4-8(10)9-5-3-7-11(14)12(9)15/h1-7H,0.0002,-2.843840971,1,255.9613333
Clc1cc(-c2cc(Cl)ccc2)c(Cl)cc1,InChI=1S/C12H7Cl3/c13-9-3-1-2-8(6-9)11-7-10(14)4-5-12(11)15/h1-7H,0.0002,-2.843840971,1,255.9613333
Clc1cc(ccc1)-c1cccc(Cl)c1Cl,InChI=1S/C12H7Cl3/c13-9-4-1-3-8(7-9)10-5-2-6-11(14)12(10)15/h1-7H,0.00016,-2.975860861,1,255.9613333
Clc1ccc(cc1)-c1cccc(Cl)c1Cl,InChI=1S/C12H7Cl3/c13-9-6-4-8(5-7-9)10-2-1-3-11(14)12(10)15/h1-7H,0.00014,-3.054862919,1,255.9613333
Clc1cc(ccc1Cl)-c1ccccc1Cl,InChI=1S/C12H7Cl3/c13-10-4-2-1-3-9(10)8-5-6-11(14)12(15)7-8/h1-7H,0.00016,-2.975860861,1,255.9613333
Clc1cc(ccc1)-c1cc(Cl)cc(Cl)c1,InChI=1S/C12H7Cl3/c13-10-3-1-2-8(4-10)9-5-11(14)7-12(15)6-9/h1-7H,0.00017,-2.939993117,1,255.9613333
Clc1ccc(cc1)-c1cc(Cl)c(Cl)cc1,InChI=1S/C12H7Cl3/c13-10-4-1-8(2-5-10)9-3-6-11(14)12(15)7-9/h1-7H,0.0001,-3.253932205,1,255.9613333
Clc1cccc(-c2cccc(Cl)c2Cl)c1Cl,InChI=1S/C12H6Cl4/c13-9-5-1-3-7(11(9)15)8-4-2-6-10(14)12(8)16/h1-6H,0.0001,-3.253932205,1,289.9223609
Clc1cc(Cl)c(Cl)c2Oc3ccccc3Oc12,InChI=1S/C12H5Cl3O2/c13-6-5-7(14)11-12(10(6)15)17-9-4-2-1-3-8(9)16-11/h1-5H,3.59E-05,-3.860024186,0,285.9355124
Clc1cc(-c2cc(Cl)cc(Cl)c2)c(Cl)c(Cl)c1Cl,InChI=1S/C12H4Cl6/c13-6-1-5(2-7(14)3-6)8-4-9(15)11(17)12(18)10(8)16/h1-4H,2.00E-05,-4.206134561,1,357.8444162
Clc1cc(Cl)c(Cl)c(Cl)c1-c1c(Cl)c(Cl)cc(Cl)c1Cl,InChI=1S/C12H2Cl8/c13-3-1-6(16)11(19)12(20)7(3)8-9(17)4(14)2-5(15)10(8)18/h1-2H,1.70E-05,-4.302286707,1,425.7664715
Clc1cc(ccc1)-c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,InChI=1S/C12H4Cl6/c13-6-3-1-2-5(4-6)7-8(14)10(16)12(18)11(17)9(7)15/h1-4H,2.00E-05,-4.206134561,1,357.8444162
Clc1ccc(cc1)-c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,InChI=1S/C12H4Cl6/c13-6-3-1-5(2-4-6)7-8(14)10(16)12(18)11(17)9(7)15/h1-4H,0.000118,-3.156007807,1,357.8444162
Clc1cc(-c2cccc(Cl)c2Cl)c(Cl)cc1,InChI=1S/C12H6Cl4/c13-7-4-5-10(14)9(6-7)8-2-1-3-11(15)12(8)16/h1-6H,0.00014,-3.054862919,1,289.9223609
Clc1cc(Cl)ccc1-c1cc(Cl)ccc1Cl,InChI=1S/C12H6Cl4/c13-7-2-4-11(15)10(5-7)9-3-1-8(14)6-12(9)16/h1-6H,0.00021,-2.814974925,1,289.9223609
Clc1ccc(cc1Cl)-c1cc(Cl)cc(Cl)c1,InChI=1S/C12H6Cl4/c13-9-3-8(4-10(14)6-9)7-1-2-11(15)12(16)5-7/h1-6H,9.00E-05,-3.316267341,1,289.9223609
Clc1cc(Cl)c(Cl)cc1-c1cccc(Cl)c1Cl,InChI=1S/C12H5Cl5/c13-8-3-1-2-6(12(8)17)7-4-10(15)11(16)5-9(7)14/h1-5H,7.40E-05,-3.432076995,1,323.8833886
Clc1cc(-c2c(Cl)c(Cl)c(Cl)cc2Cl)c(Cl)c(Cl)c1Cl,InChI=1S/C12H2Cl8/c13-4-2-6(15)9(17)11(19)7(4)3-1-5(14)10(18)12(20)8(3)16/h1-2H,1.00E-05,-4.616225795,1,425.7664715
COc1c(Cl)c(Cl)ccc1Cl,"InChI=1S/C7H5Cl3O/c1-11-7-5(9)3-2-4(8)6(7)10/h2-3H,1H3",0.000288,-2.628104764,1,209.9405978
Clc1cc2c(cc1Cl)oc1cc(Cl)c(Cl)cc21,InChI=1S/C12H4Cl4O/c13-7-1-5-6-2-8(14)10(16)4-12(6)17-11(5)3-9(7)15/h1-4H,1.67E-05,-4.312820574,0,303.9016255
Cc1cccc(CC)c1N(C(C)COC)C(=O)CCl,"InChI=1S/C15H22ClNO2/c1-5-13-8-6-7-11(2)15(13)17(14(18)9-16)12(3)10-19-4/h6-8,12H,5,9-10H2,1-4H3",9.00E-09,-8.765441701,6,283.1339066
CCCOCCN(C(=O)CCl)c1c(CC)cccc1CC,"InChI=1S/C17H26ClNO2/c1-4-11-21-12-10-19(16(20)13-18)17-14(5-2)8-7-9-15(17)6-3/h7-9H,4-6,10-13H2,1-3H3",8.00E-09,-8.835126455,9,311.1652068
Clc1cc(-c2cc(Cl)c(Cl)cc2Cl)c(Cl)c(Cl)c1,InChI=1S/C12H4Cl6/c13-5-1-7(12(18)11(17)2-5)6-3-9(15)10(16)4-8(6)14/h1-4H,2.50E-05,-4.074114672,1,357.8444162
Clc1ccc(cc1)-c1c(Cl)c(Cl)ccc1Cl,InChI=1S/C12H6Cl4/c13-8-3-1-7(2-4-8)11-9(14)5-6-10(15)12(11)16/h1-6H,0.00014,-3.054862919,1,289.9223609
Clc1ccccc1-c1ccc(Cl)c(Cl)c1Cl,InChI=1S/C12H6Cl4/c13-9-4-2-1-3-7(9)8-5-6-10(14)12(16)11(8)15/h1-6H,0.00014,-3.054862919,1,289.9223609
Clc1cc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)cc1,InChI=1S/C12H4Cl6/c13-5-1-2-7(14)6(3-5)10-11(17)8(15)4-9(16)12(10)18/h1-4H,5.90E-05,-3.566099041,1,357.8444162
Clc1ccc(Cl)c(Cl)c1-c1c(Cl)c(Cl)cc(Cl)c1Cl,InChI=1S/C12H3Cl7/c13-4-1-2-5(14)10(17)8(4)9-11(18)6(15)3-7(16)12(9)19/h1-3H,2.40E-05,-4.098266458,1,391.8054439
Clc1cc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1,InChI=1S/C12H4Cl6/c13-5-3-7(10(16)9(15)4-5)6-1-2-8(14)12(18)11(6)17/h1-4H,3.70E-05,-3.842168228,1,357.8444162
Clc1cc(Cl)c(Cl)c(c1)-c1c(Cl)c(Cl)cc(Cl)c1Cl,InChI=1S/C12H3Cl7/c13-4-1-5(10(17)6(14)2-4)9-11(18)7(15)3-8(16)12(9)19/h1-3H,2.30E-05,-4.123446283,1,391.8054439
Clc1cc(Cl)c(Cl)c(c1)-c1cc(Cl)c(Cl)c(Cl)c1Cl,InChI=1S/C12H3Cl7/c13-4-1-5(9(16)7(14)2-4)6-3-8(15)11(18)12(19)10(6)17/h1-3H,1.30E-06,-5.823295087,1,391.8054439
Clc1cc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)c(Cl)c1Cl,InChI=1S/C12H2Cl8/c13-4-1-3(8(16)12(20)11(4)19)7-9(17)5(14)2-6(15)10(7)18/h1-2H,1.00E-05,-4.616225795,1,425.7664715
Clc1ccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,InChI=1S/C12H2Cl8/c13-4-2-1-3(6(14)7(4)15)5-8(16)10(18)12(20)11(19)9(5)17/h1-2H,1.10E-05,-4.559836805,1,425.7664715
Clc1c(cccc1Cl)-c1c(Cl)c(Cl)cc(Cl)c1Cl,InChI=1S/C12H4Cl6/c13-6-3-1-2-5(10(6)16)9-11(17)7(14)4-8(15)12(9)18/h1-4H,4.90E-05,-3.675976099,1,357.8444162
Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)cc1,InChI=1S/C12H4Cl6/c13-5-1-2-8(14)6(3-5)7-4-9(15)11(17)12(18)10(7)16/h1-4H,2.30E-05,-4.123446283,1,357.8444162
Clc1cc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)cc1,InChI=1S/C12H3Cl7/c13-4-1-2-6(14)5(3-4)7-8(15)10(17)12(19)11(18)9(7)16/h1-3H,1.60E-05,-4.338154451,1,391.8054439
Clc1cc(-c2c(Cl)c(Cl)ccc2Cl)c(Cl)c(Cl)c1,InChI=1S/C12H4Cl6/c13-5-3-6(11(17)9(16)4-5)10-7(14)1-2-8(15)12(10)18/h1-4H,5.60E-05,-3.596974042,1,357.8444162
Clc1cc(Cl)c(-c2ccccc2)c(Cl)c1Cl,InChI=1S/C12H6Cl4/c13-8-6-9(14)11(15)12(16)10(8)7-4-2-1-3-5-7/h1-6H,0.00021,-2.814974925,1,289.9223609
Clc1c(cccc1Cl)-c1cc(Cl)c(Cl)c(Cl)c1Cl,InChI=1S/C12H4Cl6/c13-7-3-1-2-5(9(7)15)6-4-8(14)11(17)12(18)10(6)16/h1-4H,2.90E-05,-3.986303966,1,357.8444162
Clc1c(-c2ccccc2)c(Cl)ccc1Cl,InChI=1S/C12H7Cl3/c13-9-6-7-10(14)12(15)11(9)8-4-2-1-3-5-8/h1-7H,0.00022,-2.787451982,1,255.9613333
Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2)c(Cl)c1,InChI=1S/C12H5Cl5/c13-7-4-10(16)12(11(17)5-7)6-1-2-8(14)9(15)3-6/h1-5H,7.40E-05,-3.432076995,1,323.8833886
Clc1cc(Cl)c(-c2cc(Cl)ccc2)c(Cl)c1,InChI=1S/C12H6Cl4/c13-8-3-1-2-7(4-8)12-10(15)5-9(14)6-11(12)16/h1-6H,0.00021,-2.814974925,1,289.9223609
Clc1cc(Cl)c(-c2cccc(Cl)c2Cl)c(Cl)c1Cl,InChI=1S/C12H4Cl6/c13-6-3-1-2-5(10(6)16)9-7(14)4-8(15)11(17)12(9)18/h1-4H,3.90E-05,-3.81102227,1,357.8444162
CCCCCCCCCc1ccc(cc1)OP(=O)(Oc1ccccc1)Oc1ccccc1,"InChI=1S/C27H33O4P/c1-2-3-4-5-6-7-10-15-24-20-22-27(23-21-24)31-32(28,29-25-16-11-8-12-17-25)30-26-18-13-9-14-19-26/h8-9,11-14,16-23H,2-7,10,15H2,1H3",1.40E-08,-8.504037279,14,452.2116462
Clc1cc(Cl)c(cc1)-c1ccc(Cl)c(Cl)c1Cl,InChI=1S/C12H5Cl5/c13-6-1-2-7(10(15)5-6)8-3-4-9(14)12(17)11(8)16/h1-5H,6.60E-05,-3.499766345,1,323.8833886
O=C(Nc1ccccc1)N(Cc1ccc(Cl)cc1)C1CCCC1,"InChI=1S/C19H21ClN2O/c20-16-12-10-15(11-13-16)14-22(18-8-4-5-9-18)19(23)21-17-6-2-1-3-7-17/h1-3,6-7,10-13,18H,4-5,8-9,14H2,(H,21,23)",4.93E-12,-13.20842001,4,328.134241
Clc1cc2Oc3cc(Cl)c(Cl)c(Cl)c3Oc2cc1,InChI=1S/C12H4Cl4O2/c13-5-1-2-7-8(3-5)17-9-4-6(14)10(15)11(16)12(9)18-7/h1-4H,7.60E-06,-4.778592674,0,319.8965401
Cc1cccc(C)c1N(C[n]1ccc[n]1)C(=O)CCl,"InChI=1S/C14H16ClN3O/c1-11-5-3-6-12(2)14(11)18(13(19)9-15)10-17-8-4-7-16-17/h3-8H,9-10H2,1-2H3",5.67E-10,-10.40109237,4,277.0981898
Clc1cc(Cl)c(cc1)-c1c(Cl)cccc1Cl,InChI=1S/C12H6Cl4/c13-7-4-5-8(11(16)6-7)12-9(14)2-1-3-10(12)15/h1-6H,0.00014,-3.054862919,1,289.9223609
Clc1cc(cc(Cl)c1)-c1cc(Cl)c(Cl)cc1Cl,InChI=1S/C12H5Cl5/c13-7-1-6(2-8(14)3-7)9-4-11(16)12(17)5-10(9)15/h1-5H,5.60E-05,-3.596974042,1,323.8833886
Clc1cc(Cl)c(cc1)-c1c(Cl)c(Cl)cc(Cl)c1Cl,InChI=1S/C12H4Cl6/c13-5-1-2-6(7(14)3-5)10-11(17)8(15)4-9(16)12(10)18/h1-4H,5.10E-05,-3.65230748,1,357.8444162
Clc1c(cc(Cl)c(Cl)c1Cl)-c1c(Cl)cccc1Cl,InChI=1S/C12H4Cl6/c13-6-2-1-3-7(14)9(6)5-4-8(15)11(17)12(18)10(5)16/h1-4H,3.90E-05,-3.81102227,1,357.8444162
Clc1cccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1Cl,InChI=1S/C12H3Cl7/c13-5-3-1-2-4(7(5)14)6-8(15)10(17)12(19)11(18)9(6)16/h1-3H,1.40E-05,-4.417156509,1,391.8054439
Clc1cc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1,InChI=1S/C12H2Cl8/c13-3-1-4(7(15)5(14)2-3)6-8(16)10(18)12(20)11(19)9(6)17/h1-2H,1.40E-05,-4.417156509,1,425.7664715
O=C(Nc1cc(Cl)c(Oc2[n]cc(cc2Cl)C(F)(F)F)c(Cl)c1)NC(=O)c1c(F)cccc1F,"InChI=1S/C20H9Cl3F5N3O3/c21-10-5-9(30-19(33)31-17(32)15-13(24)2-1-3-14(15)25)6-11(22)16(10)34-18-12(23)4-8(7-29-18)20(26,27)28/h1-7H,(H2,30,31,32,33)",1.80E-12,-13.80452483,4,538.9629653
Clc1cc(ccc1)-c1cc(Cl)c(Cl)cc1Cl,InChI=1S/C12H6Cl4/c13-8-3-1-2-7(4-8)9-5-11(15)12(16)6-10(9)14/h1-6H,0.0001,-3.253932205,1,289.9223609
Clc1ccc(cc1Cl)-c1c(Cl)c(Cl)cc(Cl)c1Cl,InChI=1S/C12H4Cl6/c13-6-2-1-5(3-7(6)14)10-11(17)8(15)4-9(16)12(10)18/h1-4H,1.50E-05,-4.376337802,1,357.8444162
Clc1cc(cc(Cl)c1)-c1c(Cl)c(Cl)cc(Cl)c1Cl,InChI=1S/C12H4Cl6/c13-6-1-5(2-7(14)3-6)10-11(17)8(15)4-9(16)12(10)18/h1-4H,2.90E-05,-3.986303966,1,357.8444162
O=C(Nc1ccc(F)cc1F)c1ccc[n]c1Oc1cc(ccc1)C(F)(F)F,"InChI=1S/C19H11F5N2O2/c20-12-6-7-16(15(21)10-12)26-17(27)14-5-2-8-25-18(14)28-13-4-1-3-11(9-13)19(22,23)24/h1-10H,(H,26,27)",3.25E-07,-6.643477553,4,394.0740687
COCC(C)N(C(=O)CCl)c1c(C)c[s]c1C,"InChI=1S/C12H18ClNO2S/c1-8-7-17-10(3)12(8)14(11(15)5-13)9(2)6-16-4/h7,9H,5-6H2,1-4H3",8.20E-08,-7.458223811,5,275.0746775
CC(CC)SP(=O)(OCC)N1CCSC1=O,"InChI=1S/C9H18NO3PS2/c1-4-8(3)16-14(12,13-5-2)10-6-7-15-9(10)11/h8H,4-7H2,1-3H3",1.74E-10,-11.09999505,6,283.0465721
Cc1[n]c([n]c([n]1)OC)N(C)C(=O)NS(=O)(=O)c1ccccc1C(=O)OC,"InChI=1S/C15H17N5O6S/c1-9-16-13(18-14(17-9)26-4)20(2)15(22)19-27(23,24)11-8-6-5-7-10(11)12(21)25-3/h5-8H,1-4H3,(H,19,22)",1.02E-13,-15.50285856,5,395.0899543
O=C1c2cc(F)ccc2N=C(N1c1ccc(Cl)cc1Cl)[n]1c[n]c[n]1,InChI=1S/C16H8Cl2FN5O/c17-9-1-4-14(12(18)5-9)24-15(25)11-6-10(19)2-3-13(11)22-16(24)23-8-20-7-21-23/h1-8H,2.06E-11,-12.36240803,2,375.0089935
CS(=O)(=O)c1cc(ccc1C(=O)c1c[n]oc1C1CC1)C(F)(F)F,"InChI=1S/C15H12F3NO4S/c1-24(21,22)12-6-9(15(16,17)18)4-5-10(12)13(20)11-7-19-23-14(11)8-2-3-8/h4-8H,2-3H2,1H3",1.85E-10,-11.06372741,4,359.0439135
CC(O[N+]([O-])=O)C(C)O,"InChI=1S/C4H9NO4/c1-3(6)4(2)9-5(7)8/h3-4,6H,1-2H3",9.90E-08,-7.346759121,3,135.0531578
CCC(O)CO[N+]([O-])=O,"InChI=1S/C4H9NO4/c1-2-4(6)3-9-5(7)8/h4,6H,2-3H2,1H3",1.72E-07,-7.019954081,4,135.0531578
CCC(CO)O[N+]([O-])=O,"InChI=1S/C4H9NO4/c1-2-4(3-6)9-5(7)8/h4,6H,2-3H2,1H3",1.67E-07,-7.037407754,4,135.0531578
CC(O)CCO[N+]([O-])=O,"InChI=1S/C4H9NO4/c1-4(6)2-3-9-5(7)8/h4,6H,2-3H2,1H3",7.35E-08,-7.522968876,4,135.0531578
[O-][N+](=O)OCCCO,"InChI=1S/C3H7NO4/c5-2-1-3-8-4(6)7/h5H,1-3H2",7.14E-08,-7.540118963,4,121.0375077
[O-][N+](=O)OCCCCO,"InChI=1S/C4H9NO4/c6-3-1-2-4-9-5(7)8/h6H,1-4H2",3.45E-08,-7.970439059,5,135.0531578
CC(O)CCCO[N+]([O-])=O,"InChI=1S/C5H11NO4/c1-5(7)3-2-4-10-6(8)9/h5,7H,2-4H2,1H3",2.72E-08,-8.111096133,5,149.0688078
CC(CCCO)O[N+]([O-])=O,"InChI=1S/C5H11NO4/c1-5(3-2-4-7)10-6(8)9/h5,7H,2-4H2,1H3",4.88E-08,-7.765276654,5,149.0688078